sex,age,state,category,product,price,quantity,purchase_date,total
female,80,nigeria,gaming,battlefield,40.00,10,2017-02-24,400
female,61,ireland,fashion,jewellery,135.80,2,2018-03-21,271.6
female,32,netherland,gaming,cod,45.00,4,2017-08-29,180
male,51,ireland,grocery,water,3.00,9,2017-12-13,27
male,27,nigeria,fashion,shoes,75.99,7,2019-07-15,531.93
female,35,nigeria,appliances,lighting,100.00,9,2018-05-20,900
male,53,spain,fashion,jewellery,135.80,6,2016-11-21,814.8
female,17,france,computing,mice,9.00,1,2019-06-27,9
female,70,nigeria,computing,keyboards,40.00,5,2017-06-24,200
female,36,america,grocery,pasta,8.00,8,2017-11-11,64
female,37,spain,appliances,dishwashers,90.00,1,2018-03-19,90
male,63,spain,health,vitamins,35.00,9,2016-10-16,315
male,64,spain,appliances,freezers,120.00,3,2018-12-07,360
male,26,netherland,health,vitamins,35.00,5,2017-02-22,175
female,59,spain,fashion,maternity,165.00,5,2016-10-10,825
female,36,france,grocery,coffee,12.50,1,2016-05-03,12.5
female,44,france,appliances,freezers,120.00,3,2016-06-29,360
male,46,netherland,appliances,dishwashers,90.00,7,2016-11-23,630
male,41,nigeria,gaming,battlefield,40.00,10,2018-09-18,400
male,57,america,fashion,bag,65.99,4,2019-04-25,263.96
male,51,spain,grocery,tea,10.00,6,2019-10-11,60
male,47,ireland,appliances,kettles,55.99,9,2018-03-13,503.91
female,59,nigeria,gaming,battlefield,40.00,5,2019-07-28,200
male,29,spain,fashion,wallet,17.35,2,2018-11-02,34.7
male,50,netherland,gaming,fallout,99.99,5,2018-08-16,499.95
male,18,america,computing,scanners,170.00,2,2018-04-17,340
male,63,colombia,grocery,water,3.00,4,2017-09-08,12
male,19,america,appliances,lighting,100.00,3,2017-11-10,300
male,54,colombia,fashion,jewellery,135.80,2,2018-05-31,271.6
male,56,spain,appliances,dryers,56.99,9,2017-05-05,512.91
male,38,america,appliances,lighting,100.00,4,2016-06-19,400
male,57,spain,health,perfume,90.00,10,2017-12-28,900
female,66,nigeria,grocery,pasta,8.00,9,2016-05-09,72
male,33,netherland,computing,ups,140.35,4,2016-10-05,561.4
female,74,france,computing,servers,250.00,8,2016-04-19,2000
female,76,nigeria,gaming,cod,45.00,1,2016-05-09,45
female,47,colombia,appliances,lighting,100.00,2,2017-12-24,200
male,51,ireland,grocery,juice,10.00,8,2018-09-19,80
male,74,ireland,appliances,kettles,55.99,5,2017-06-08,279.95
male,63,colombia,computing,printers,135.50,4,2018-07-08,542
male,51,nigeria,grocery,water,3.00,8,2018-07-16,24
female,59,america,grocery,pasta,8.00,3,2016-02-12,24
male,61,spain,computing,mice,9.00,10,2017-10-24,90
male,49,spain,computing,keyboards,40.00,6,2017-10-02,240
male,73,colombia,health,pastes,27.50,9,2019-05-30,247.5
female,17,colombia,computing,keyboards,40.00,6,2019-01-01,240
male,55,america,grocery,noodles,13.00,4,2016-05-03,52
male,72,ireland,grocery,noodles,13.00,8,2019-11-13,104
male,26,colombia,appliances,dryers,56.99,2,2019-07-11,113.98
female,74,america,grocery,coffee,12.50,6,2019-09-17,75
female,17,ireland,health,supplements,40.00,1,2017-05-30,40
male,62,spain,computing,ups,140.35,4,2017-12-02,561.4
male,63,ireland,health,perfume,90.00,4,2018-04-20,360
female,56,france,computing,ups,140.35,1,2018-12-10,140.35
male,41,spain,gaming,fifa,35.00,2,2017-03-04,70
female,67,nigeria,grocery,coffee,12.50,1,2016-04-17,12.5
female,70,america,gaming,fifa,35.00,8,2019-02-27,280
male,38,france,computing,scanners,170.00,5,2016-07-16,850
male,61,spain,computing,ups,140.35,6,2018-12-14,842.1
female,24,ireland,appliances,lighting,100.00,1,2017-06-27,100
male,36,america,appliances,freezers,120.00,2,2016-10-17,240
female,80,colombia,gaming,uncharted,30.00,7,2019-01-28,210
female,50,france,health,perfume,90.00,7,2018-02-01,630
female,74,france,grocery,juice,10.00,7,2018-10-13,70
male,48,spain,fashion,bag,65.99,4,2018-02-15,263.96
female,46,france,computing,ups,140.35,7,2016-05-03,982.45
male,25,france,grocery,water,3.00,8,2019-11-19,24
female,34,ireland,computing,scanners,170.00,7,2016-07-04,1190
female,63,colombia,health,pastes,27.50,4,2017-11-28,110
female,42,netherland,health,pastes,27.50,5,2019-01-31,137.5
male,66,america,grocery,rice,85.00,9,2016-10-01,765
female,79,nigeria,health,vitamins,35.00,1,2019-02-18,35
female,66,spain,appliances,lighting,100.00,10,2016-11-29,1000
female,79,netherland,fashion,wallet,17.35,5,2019-09-19,86.75
female,59,netherland,fashion,bag,65.99,7,2019-06-13,461.93
male,24,france,computing,printers,135.50,10,2017-04-03,1355
male,56,america,grocery,noodles,13.00,4,2016-01-03,52
female,68,france,health,vitamins,35.00,2,2017-12-04,70
female,77,netherland,computing,ups,140.35,2,2019-01-15,280.7
male,39,america,appliances,freezers,120.00,1,2017-10-25,120
female,56,netherland,computing,servers,250.00,2,2017-08-12,500
female,57,ireland,grocery,tea,10.00,4,2018-02-25,40
female,42,netherland,appliances,dryers,56.99,1,2018-04-26,56.99
male,78,colombia,computing,ups,140.35,1,2017-10-23,140.35
female,60,netherland,appliances,lighting,100.00,9,2019-11-27,900
female,75,ireland,gaming,pes,35.00,2,2016-08-14,70
male,46,nigeria,gaming,pes,35.00,2,2019-07-28,70
male,68,colombia,computing,monitors,95.00,2,2016-04-20,190
female,67,ireland,fashion,wallet,17.35,9,2018-06-15,156.15
male,45,nigeria,fashion,shoes,75.99,7,2016-12-23,531.93
female,39,nigeria,grocery,pasta,8.00,1,2018-12-17,8
male,42,ireland,fashion,bag,65.99,9,2016-07-16,593.91
female,18,netherland,fashion,swimwear,75.35,2,2019-08-09,150.7
female,63,america,grocery,water,3.00,1,2019-04-27,3
male,48,america,health,pastes,27.50,2,2016-04-11,55
female,44,france,gaming,fifa,35.00,9,2018-05-03,315
female,23,netherland,computing,mice,9.00,7,2016-07-05,63
female,33,ireland,appliances,lighting,100.00,5,2017-01-28,500
male,70,spain,grocery,juice,10.00,2,2016-03-12,20
female,53,colombia,grocery,juice,10.00,2,2017-12-11,20
female,65,colombia,gaming,fifa,35.00,8,2017-08-26,280
female,54,france,grocery,coffee,12.50,10,2017-07-09,125
male,73,france,health,pastes,27.50,9,2019-03-10,247.5
male,56,america,grocery,water,3.00,9,2017-03-15,27
female,51,ireland,gaming,battlefield,40.00,3,2017-01-17,120
female,27,spain,computing,scanners,170.00,6,2016-07-09,1020
female,36,america,appliances,freezers,120.00,4,2019-11-07,480
male,42,colombia,gaming,battlefield,40.00,2,2019-03-26,80
female,45,nigeria,grocery,rice,85.00,3,2016-09-17,255
male,73,ireland,fashion,bag,65.99,4,2019-06-18,263.96
male,37,colombia,health,vitamins,35.00,1,2016-09-17,35
male,39,colombia,appliances,kettles,55.99,5,2018-07-21,279.95
female,31,netherland,appliances,lighting,100.00,5,2018-11-13,500
male,69,nigeria,health,perfume,90.00,3,2017-05-19,270
female,53,nigeria,appliances,lighting,100.00,6,2019-02-14,600
female,20,nigeria,health,perfume,90.00,2,2018-01-27,180
female,34,ireland,computing,monitors,95.00,6,2018-10-28,570
female,65,nigeria,computing,ups,140.35,2,2017-05-23,280.7
female,23,colombia,grocery,coffee,12.50,6,2018-01-01,75
female,65,netherland,computing,printers,135.50,6,2018-01-04,813
male,46,nigeria,computing,keyboards,40.00,5,2016-09-30,200
female,48,spain,computing,scanners,170.00,5,2019-06-14,850
female,67,america,grocery,tea,10.00,2,2018-01-20,20
female,68,nigeria,grocery,noodles,13.00,10,2019-04-23,130
male,80,colombia,gaming,gta,35.00,10,2018-09-12,350
female,73,ireland,gaming,gta,35.00,10,2019-01-29,350
male,67,colombia,gaming,fifa,35.00,5,2019-03-10,175
male,62,netherland,appliances,dryers,56.99,8,2017-04-12,455.92
female,76,nigeria,health,supplements,40.00,3,2019-03-16,120
male,38,america,grocery,coffee,12.50,5,2018-12-16,62.5
male,64,nigeria,grocery,noodles,13.00,7,2017-05-24,91
male,66,spain,gaming,uncharted,30.00,2,2018-10-06,60
female,20,netherland,fashion,bag,65.99,9,2017-08-14,593.91
female,60,colombia,fashion,swimwear,75.35,4,2018-12-26,301.4
male,74,colombia,computing,servers,250.00,1,2016-04-24,250
male,65,nigeria,grocery,water,3.00,2,2018-05-26,6
male,49,ireland,grocery,juice,10.00,2,2018-08-16,20
female,65,france,computing,servers,250.00,4,2019-11-28,1000
male,58,nigeria,appliances,lighting,100.00,2,2018-02-19,200
female,30,spain,fashion,shoes,75.99,2,2017-07-07,151.98
female,46,ireland,fashion,shoes,75.99,5,2017-06-25,379.95
female,48,america,health,vitamins,35.00,7,2019-04-27,245
female,71,netherland,health,perfume,90.00,6,2016-03-07,540
male,77,spain,appliances,lighting,100.00,5,2016-01-08,500
female,48,netherland,health,vitamins,35.00,7,2017-09-03,245
male,37,ireland,gaming,fallout,99.99,10,2017-09-27,999.9
female,68,france,gaming,fallout,99.99,4,2017-05-31,399.96
male,21,spain,health,condoms,12.50,3,2018-04-28,37.5
female,66,america,fashion,jewellery,135.80,10,2016-10-09,1358
male,38,netherland,health,vitamins,35.00,4,2016-11-24,140
male,47,colombia,computing,keyboards,40.00,2,2018-02-07,80
male,61,spain,grocery,tea,10.00,6,2017-01-01,60
male,56,colombia,fashion,bag,65.99,1,2019-02-07,65.99
male,47,spain,gaming,fallout,99.99,6,2017-10-13,599.94
female,40,netherland,health,pastes,27.50,3,2018-02-03,82.5
female,59,nigeria,appliances,dryers,56.99,2,2019-05-13,113.98
male,18,nigeria,gaming,cod,45.00,4,2017-11-26,180
female,63,netherland,appliances,dishwashers,90.00,4,2017-07-29,360
female,32,spain,appliances,freezers,120.00,8,2018-10-26,960
male,17,colombia,health,vitamins,35.00,7,2019-03-05,245
female,17,america,fashion,shoes,75.99,9,2019-04-15,683.91
female,24,nigeria,grocery,coffee,12.50,1,2017-01-05,12.5
male,45,ireland,appliances,lighting,100.00,2,2019-11-16,200
male,20,colombia,appliances,dryers,56.99,9,2019-02-01,512.91
male,36,france,health,drinks,7.00,2,2017-11-14,14
male,79,spain,fashion,wallet,17.35,6,2016-02-28,104.1
male,80,nigeria,grocery,tea,10.00,10,2017-11-21,100
female,56,nigeria,grocery,water,3.00,2,2017-10-29,6
male,43,colombia,computing,servers,250.00,2,2018-10-15,500
male,69,spain,appliances,lighting,100.00,7,2018-07-29,700
female,61,netherland,grocery,coffee,12.50,8,2016-11-16,100
female,75,america,grocery,coffee,12.50,6,2019-04-13,75
male,37,colombia,appliances,lighting,100.00,5,2016-01-31,500
female,39,nigeria,health,pastes,27.50,8,2019-01-26,220
female,78,spain,grocery,coffee,12.50,5,2017-07-26,62.5
female,74,netherland,health,drinks,7.00,9,2019-10-01,63
male,69,colombia,gaming,cod,45.00,3,2016-12-30,135
male,54,spain,grocery,pasta,8.00,6,2019-04-11,48
male,39,netherland,computing,scanners,170.00,10,2019-06-11,1700
male,22,ireland,appliances,lighting,100.00,2,2016-02-20,200
female,73,spain,appliances,dishwashers,90.00,4,2016-11-21,360
male,68,spain,gaming,cod,45.00,8,2016-02-28,360
male,23,america,health,supplements,40.00,6,2018-08-03,240
male,74,netherland,fashion,bag,65.99,5,2018-02-23,329.95
male,37,netherland,appliances,lighting,100.00,3,2019-08-20,300
female,59,france,appliances,kettles,55.99,10,2017-11-25,559.9
female,53,nigeria,fashion,maternity,165.00,4,2018-05-12,660
female,16,netherland,grocery,tea,10.00,10,2018-09-28,100
female,25,america,appliances,dryers,56.99,3,2016-02-21,170.97
male,71,ireland,fashion,maternity,165.00,1,2018-09-11,165
male,32,america,appliances,dryers,56.99,4,2017-01-24,227.96
female,56,spain,computing,scanners,170.00,1,2016-10-03,170
male,42,america,health,vitamins,35.00,2,2019-01-04,70
female,58,nigeria,health,perfume,90.00,4,2016-02-02,360
female,46,netherland,grocery,water,3.00,7,2019-03-17,21
male,57,spain,appliances,dryers,56.99,1,2019-10-20,56.99
male,77,america,grocery,rice,85.00,1,2018-08-20,85
female,54,netherland,health,vitamins,35.00,10,2016-09-09,350
female,30,nigeria,grocery,tea,10.00,5,2017-03-15,50
female,61,america,gaming,gta,35.00,1,2017-05-10,35
male,64,france,health,perfume,90.00,1,2017-01-14,90
male,60,nigeria,computing,servers,250.00,6,2016-10-22,1500
male,35,france,health,condoms,12.50,1,2016-01-04,12.5
female,41,netherland,grocery,coffee,12.50,7,2019-05-20,87.5
male,73,colombia,appliances,dryers,56.99,3,2018-10-09,170.97
female,53,ireland,computing,keyboards,40.00,2,2017-08-20,80
female,78,nigeria,gaming,gta,35.00,3,2017-11-30,105
female,16,spain,gaming,fallout,99.99,2,2016-09-18,199.98
female,71,netherland,grocery,coffee,12.50,10,2018-11-14,125
male,48,america,health,supplements,40.00,10,2017-03-23,400
female,52,spain,health,supplements,40.00,10,2019-07-07,400
female,37,colombia,gaming,fallout,99.99,6,2016-07-19,599.94
female,21,france,appliances,lighting,100.00,9,2016-04-01,900
male,59,spain,computing,ups,140.35,5,2018-05-29,701.75
female,55,colombia,fashion,bag,65.99,1,2019-06-13,65.99
female,58,colombia,appliances,freezers,120.00,6,2017-08-10,720
female,53,france,computing,printers,135.50,2,2018-05-17,271
female,27,ireland,fashion,jewellery,135.80,4,2016-06-20,543.2
male,34,france,fashion,jewellery,135.80,2,2016-09-24,271.6
male,54,america,fashion,wallet,17.35,5,2019-10-06,86.75
male,33,spain,appliances,dishwashers,90.00,6,2018-12-20,540
female,58,netherland,grocery,tea,10.00,5,2017-11-05,50
female,42,spain,health,vitamins,35.00,9,2018-01-27,315
male,69,america,gaming,uncharted,30.00,3,2019-08-10,90
female,26,colombia,grocery,water,3.00,2,2019-08-22,6
male,58,ireland,fashion,shoes,75.99,8,2019-07-20,607.92
female,26,america,health,supplements,40.00,7,2019-03-17,280
male,68,america,health,condoms,12.50,2,2019-09-30,25
male,78,nigeria,fashion,wallet,17.35,10,2016-10-30,173.5
male,62,nigeria,computing,printers,135.50,6,2017-03-14,813
female,45,colombia,gaming,fallout,99.99,9,2016-02-24,899.91
male,22,nigeria,gaming,fallout,99.99,8,2016-09-17,799.92
male,29,france,fashion,wallet,17.35,2,2016-06-15,34.7
male,72,ireland,computing,servers,250.00,1,2019-09-29,250
male,74,france,gaming,gta,35.00,2,2019-11-15,70
male,56,nigeria,gaming,gta,35.00,8,2016-01-06,280
female,37,ireland,grocery,noodles,13.00,7,2016-05-06,91
female,75,france,computing,monitors,95.00,1,2017-01-14,95
male,54,ireland,fashion,swimwear,75.35,5,2016-12-20,376.75
female,63,netherland,fashion,jewellery,135.80,8,2019-02-21,1086.4
male,42,america,grocery,rice,85.00,9,2018-12-11,765
female,48,colombia,appliances,lighting,100.00,5,2017-01-29,500
male,66,ireland,appliances,kettles,55.99,2,2016-09-05,111.98
female,67,colombia,health,perfume,90.00,5,2016-02-08,450
female,59,spain,fashion,jewellery,135.80,3,2016-01-07,407.4
male,36,spain,health,condoms,12.50,6,2018-02-11,75
female,40,colombia,gaming,gta,35.00,10,2017-10-08,350
male,70,france,computing,printers,135.50,1,2017-02-23,135.5
male,78,nigeria,gaming,fallout,99.99,10,2017-09-28,999.9
female,46,colombia,appliances,lighting,100.00,2,2018-02-02,200
female,35,america,fashion,wallet,17.35,6,2018-02-04,104.1
female,32,america,appliances,kettles,55.99,9,2017-12-14,503.91
male,66,netherland,computing,scanners,170.00,7,2018-04-02,1190
female,67,nigeria,grocery,rice,85.00,7,2017-03-06,595
female,31,netherland,computing,servers,250.00,1,2016-11-22,250
female,48,netherland,gaming,fallout,99.99,7,2017-01-30,699.93
male,78,colombia,gaming,fifa,35.00,2,2016-07-23,70
female,79,ireland,health,supplements,40.00,10,2018-01-07,400
male,70,netherland,health,condoms,12.50,1,2017-07-28,12.5
male,54,netherland,grocery,coffee,12.50,6,2019-07-31,75
female,22,spain,computing,servers,250.00,5,2016-12-17,1250
female,45,nigeria,grocery,tea,10.00,5,2019-12-20,50
female,26,ireland,grocery,rice,85.00,10,2016-03-01,850
female,79,spain,computing,monitors,95.00,5,2018-07-06,475
female,71,nigeria,grocery,noodles,13.00,4,2016-12-19,52
male,41,america,appliances,freezers,120.00,2,2019-02-24,240
male,19,spain,grocery,juice,10.00,2,2018-05-16,20
male,59,france,health,drinks,7.00,10,2019-02-14,70
female,31,netherland,fashion,maternity,165.00,7,2016-05-30,1155
female,50,america,appliances,lighting,100.00,8,2018-08-04,800
male,40,spain,health,supplements,40.00,4,2018-04-01,160
male,21,america,appliances,dryers,56.99,4,2016-11-17,227.96
male,46,colombia,appliances,freezers,120.00,10,2016-04-14,1200
female,20,france,health,vitamins,35.00,4,2019-10-18,140
male,78,nigeria,appliances,lighting,100.00,1,2017-12-15,100
female,49,spain,computing,monitors,95.00,1,2019-04-06,95
female,17,nigeria,grocery,coffee,12.50,7,2018-04-10,87.5
female,74,america,health,drinks,7.00,4,2018-09-07,28
female,80,america,health,supplements,40.00,4,2016-12-15,160
male,38,america,computing,servers,250.00,3,2017-01-13,750
male,74,france,fashion,bag,65.99,5,2018-05-20,329.95
male,67,france,health,drinks,7.00,3,2018-07-04,21
male,35,netherland,grocery,coffee,12.50,8,2018-04-14,100
female,63,nigeria,fashion,wallet,17.35,6,2016-12-18,104.1
female,37,colombia,health,condoms,12.50,2,2016-12-21,25
female,39,ireland,grocery,pasta,8.00,7,2018-11-14,56
male,44,spain,health,pastes,27.50,7,2018-01-10,192.5
male,34,ireland,gaming,pes,35.00,1,2017-07-03,35
female,70,america,appliances,dishwashers,90.00,2,2017-03-24,180
male,19,ireland,grocery,coffee,12.50,8,2017-12-22,100
male,31,france,gaming,cod,45.00,1,2016-01-21,45
female,76,ireland,grocery,rice,85.00,4,2017-03-02,340
female,42,netherland,health,drinks,7.00,9,2019-12-12,63
female,33,ireland,health,supplements,40.00,7,2016-06-20,280
female,49,ireland,fashion,shoes,75.99,5,2018-05-13,379.95
male,51,colombia,grocery,juice,10.00,1,2017-04-28,10
male,24,netherland,grocery,rice,85.00,9,2017-03-13,765
male,36,france,health,perfume,90.00,9,2019-07-01,810
male,30,colombia,gaming,uncharted,30.00,10,2019-02-21,300
female,56,america,appliances,lighting,100.00,1,2019-11-06,100
male,39,france,grocery,coffee,12.50,2,2016-01-09,25
female,69,france,gaming,cod,45.00,9,2017-06-28,405
male,77,spain,gaming,battlefield,40.00,7,2017-06-12,280
female,34,colombia,gaming,battlefield,40.00,8,2018-05-14,320
female,32,ireland,appliances,dishwashers,90.00,7,2018-05-11,630
male,57,ireland,fashion,wallet,17.35,10,2018-02-19,173.5
male,31,ireland,fashion,maternity,165.00,6,2017-09-24,990
female,53,ireland,health,vitamins,35.00,5,2018-04-07,175
male,70,colombia,gaming,uncharted,30.00,3,2019-05-23,90
female,56,spain,health,perfume,90.00,7,2018-12-04,630
male,39,america,health,vitamins,35.00,1,2018-09-11,35
female,47,nigeria,health,pastes,27.50,2,2017-06-03,55
female,18,colombia,health,pastes,27.50,6,2019-02-23,165
male,22,america,fashion,swimwear,75.35,5,2016-06-26,376.75
male,75,spain,fashion,bag,65.99,7,2019-12-18,461.93
female,71,spain,gaming,battlefield,40.00,9,2019-10-29,360
female,54,spain,grocery,coffee,12.50,4,2018-03-10,50
male,50,ireland,appliances,kettles,55.99,7,2017-04-09,391.93
female,80,netherland,grocery,juice,10.00,2,2016-06-21,20
female,23,ireland,fashion,swimwear,75.35,6,2018-03-20,452.1
male,39,america,health,vitamins,35.00,6,2016-01-11,210
male,36,spain,appliances,lighting,100.00,7,2019-06-11,700
female,33,france,fashion,jewellery,135.80,5,2017-04-30,679
female,32,america,gaming,gta,35.00,9,2019-09-26,315
male,61,france,computing,servers,250.00,5,2017-11-25,1250
male,76,america,gaming,uncharted,30.00,10,2017-04-01,300
male,67,spain,computing,servers,250.00,9,2017-05-25,2250
male,44,ireland,health,supplements,40.00,8,2016-06-11,320
male,70,america,computing,printers,135.50,10,2018-02-04,1355
female,57,nigeria,health,vitamins,35.00,1,2017-11-13,35
female,33,france,grocery,rice,85.00,1,2016-09-25,85
